# of Events	Location	Team Name	Nickname	Team #	OPR Rank	Max OPR	ChampionshipDivision	CentralIllinois	Palmetto	Alamo	GreaterTorontoWest	InlandEmpire	MICenterLine	MISouthfield	NEGraniteState	PNWAuburnMountainview	MARMtOlive	MARHatboroHorsham	Israel	GreaterTorontoEast	Arkansas	SanDiego	Crossroads	LakeSuperior	NorthernLights	HubCity	NEUNH	CentralValley	MIKetteringU	MIGullLake	PNWOregonCity	PNWGlacierPeak	NEGroton	MexicoCity	Sacramento	Orlando	GreaterKansasCity	St.Louis	NorthCarolina	NewYorkTechValley	Dallas	Utah	NEWPI	MIEscanaba	MIHowell	MARSpringsideChestnutHill	PNWEasternWashingtonU	PNWMt.Vernon	MARClifton	Waterloo	Montreal	Arizona	LosAngeles	Boilermaker	Buckeye	Virginia	Wisconsin	MIWestMichigan	MIGreatLakesBayRegion	MITraverseCity	PNWWilsonville	NERhodeIsland	PNWShorewood	NESouthington	MARLenape-Seneca	NorthBay	Peachtree	Hawaii	Minnesota10000Lakes	MinnesotaNorthStar	SBPLILongIsland	FingerLakes	QueenCity	Oklahoma	GreaterPittsburgh	SmokyMountains	GreaterDC	NENortheasternU	MILivonia	MISt.Joseph	MIWaterford	PNWAuburn	PNWCentralWashingtonU	NEHartford	MARBridgewaterRaritan	WesternCanada	WindsorEssexGreatLakes	SiliconValley	Colorado	SouthFlorida	Midwest	Bayou	Chesapeake	LasVegas	NewYorkCity	LoneStar	NEPineTree	MiLansing	MIBedford	MITroy	PNWOregonStateU	NewEnglandRegion	MichiganState	AutodeskPNW	MidAtlanticRegion	Archimedes	Curie	Galileo	Newton
																																																																																																													
3	Battle Ground, WA USA	The Boeing Company & Washington State University Extension 4-H	4-H Clover Bots	3674	628	47.2																									13.5552941596594																														47.1528596346213																																											46.2417568025678					
2	Manassas, VA USA	Lockheed Martin / Booz Allen Hamilton / BAE Systems / Micron Technology / SPARK Education Foundation / Prince William County Public Schools / Pro-Type Industries, INC. / Orbital Sciences & Osbourn Park High School	Metal Jackets	2068	629	47.1																																																		17.8572397627522																					47.1328656752798																																
3	Kintnersville, PA USA	Amplifier Research/BAE Systems/Hot Chalk/Lutron Electronics, Inc/Day Tool and Manufacturing Incorporated/Harro Hoflinger/PHTool/Hillman Brass and Copper/Kiwanis Club of Riegelsville/Tyndale & Palisades High School	Cybersonics	103	630	47.1	Archimedes											34.6387301884819																																																																			31.6022952525532																					47.1263994292999			
2	Shepherd, MI USA	Shepherd High Shcool	Radical Jays	5231	631	47.1141815185547																																							22.0935223728046														47.1141813636013																																																		
2	Sudbury, ON Canada	Lasalle Secondary School	LANCERobotics	5191	632	47.1045455932617	Curie																																																											47.1045474863299																																									36.941914531703		
2	Decatur, GA USA	GE Volunteers / Johnson Research and Development / Teradata Corporation / WIT & Decatur High School	Global Dynamics	4026	633	47.0																																																													22.3888712169294																							46.9508258516026																			
4	Farmington, CT USA	UTC Otis Elevator/ebm-papst Inc./UTC Sikorsky/Parker Hanifin Corp. Fluid Control Div./Barnes Group Inc. & Farmington High School	The 2nd Law Enforcers	178	634	47.0																											44.0186676549812																															36.0845915356665																				46.95045636736																		29.0719986110634							
2	Baltimore, MD USA	AXA Advisors LLC / ABC Rentals, Inc. / Vane Brothers / Towson University & The Boys' Latin School of Maryland	The Lakers	2534	635	46.9																																																																					28.6728724785724																		46.9347428267115																
3	Brookfield, WI USA	GE Volunteers / ABB Drives / Milwaukee School of Engineering / ESI / Signicast / Brady & Brookfield East High School & Brookfield Central High School	BEAST Robotics	2202	636	46.9	Archimedes																35.3726857650709																																		43.5885454124885																																																	46.9212567156954			
2	Kingston, ON Canada	Limestone Learning Foundation and Haakon Industries & Frontenac Secondary School Cyber Falcons	FSS Cyber Falcons	3710	637	46.9														41.9596018302321																																														46.9198887074981																																											
1	Mathews, VA USA	Mathews Boys & Girls Club & Mathews High School	Rocket Sauce	1137	638	46.9																																																		46.9181870471839																																																					
3	Skillman, NJ USA	Montgomery Township School District / nrg energy / National Defense Education Program / Bristol-Myers Squibb & Montgomery High School	Cougar Robotics	1403	639	46.8											44.3422531849119																																																																				46.8350788819704																				28.1069839424197				
2	Volusia County, FL USA	Rotomation/Thomas & Betts/AEgis Technologies/Volusia Manufacturers Association/Raydon Corporation/Embry-Riddle Aeronautical University & Spruce Creek High School & University High School	S*M*A*S*H	2152	640	46.8																														17.0059839059584																																																						46.8243461660199																			
3	Oakville, ON Canada	Halton Catholic District School Board / Xerox Canada / Ford Canada / Professional Engineers Ontario Oakville Chapter / Creative Visual Solutions & Holy Trinity Catholic Secondary School and Council	Tronic Titans	3161	641	46.8	Curie													17.0721231994456																														46.7706486521467																																																									34.0362159477487		
2	Harrison, OH USA	Cincinnati Incorporated & Great Oaks @ Harrison High School	Buds for Life	4521	642	46.8																	7.2028200167431																																																		46.7633315555776																																				
1	Jefferson, GA USA	Jackson County 4-H	Chargers	4189	643	46.7																																																													46.7379449122238																																										
2	Murray, KY USA	Calloway County 4H & Murray Calloway Robotics Team (M.C.R.T.)	M.C.R.T. ROBO RACERS	3843	644	46.7	Curie																																																																					13.8407342835152																															46.7005305124491		
4	Gladstone, MI USA	Gladstone Area Schools	BraveBots	4391	645	46.7	Newton																																					44.995948767814																46.6713274808983																																											34.582049739405						31.6404214056241
2	Misgav, Z Israel	Iscar/CARMOCHROME/ZAD/Turag/ACAD & Misgav	MisCar	1574	646	46.7	Newton												46.3185189845109																																																																																										46.6649719098527
3	Reading, MA USA	Reading Educational Foundation/Textron Systems/Teradyne/Keurig/Pixxa & Reading Memorial High School	Robockets	4761	647	46.6126937866211																																																								16.9934675543272																46.6126943518287																								41.8861829881207							
1	Litchfield, MN USA	Pentair & Litchfield High School	Dragon Robotics	3755	648	46.6																		46.6012266858427																																																																																					
2	Frederick, MD USA	Bechtel/Lockheed Martin/BAE Systems/Schnur Family & Linganore High School & Oakdale High School & Urbana High School	Bovine Intervention	686	649	46.5																																																																							8.0462703203091																46.5179129856883																
3	Aumsville, OR USA	The Boeing Company/Meggitt Polymere Solutions/Elkins Ironworks/Platt Electric/Hanard Machine/DeWalt Power Tools/SCTC/Zephyr Engineering & Hotwire Robotics	Hotwire	2990	650	46.5										13.808029244438																																													46.4878859991549																																								25.7748326622508								
2	Torrance, CA USA	Sleepy Hollow Chocolate Team / Northrop Grumman / The Boeing Company / Raytheon / Moog Aircraft Group / Intuitive Surgical / ExxonMobil / Torrance Education Foundation / Walteria Men's Club & South High School	TorBots	1197	651	46.5																																															46.4849052386695																																									39.45467441384															
3	Amherst, NH USA	Monarch Instrument/BAE Systems/Control Air/LCF Amps & Souhegan High School	Entropy	138	652	46.4									39.1184712355104																																															46.4422806167482																																								27.4182504862761							
1	Atizapan de Zaragoza, MEX Mexico	Tecnológico de Monterrey, Campus Estado de México	Buluk	3472	653	46.4193496704102																												46.4193502323163																																																																											
1	Dallas, TX USA	Texas Instruments / Vickery Meadows Foundation / Texas Workforce Commission & Emmett J Conrad High School	ROBOCHARGERS	3005	654	46.4																																			46.4076498053196																																																																				
1	Stillwater, OK USA	Dr. Charles & Jeanne  Bacon/Billy and Tona Huggins/Malone's CNC Machining, Inc./Dr. Richard & Ann Lowery/Dr Karl & Verna Lou Reid/Team 3160, The Frogs/Oklahoma State University & Payne County Christian Home Educators	ThunderStorm Robotics	1750	655	46.4																																																																				46.3811209427482																																			
3	Gorham/Falmouth, ME USA	Lanco Assembly Systems / IDEXX Laboratories / Robotics Institute of Maine / P&G Tambrands Inc. / Casco Systems LLC & Falmouth High School & Gorham High School	Northern Force	172	656	46.4									42.4403474070946																																																																																		37.6615618646355					46.3716785958293							
2	Skowhegan, ME USA	NASA / Robotic Institute of Maine & Somerset Career & Technical Center	Sprocketology	4555	657	46.3388252258301																					34.5271953367702																																																																						46.3388266407097												
2	Apex, NC USA	IBM / Teradata / Time Warner Cable / Durham Bulls / Withers & Ravenel / ASME & Athens Drive & The Hitchhikers	The Hitchhikers	2059	658	46.3			25.4584458369301																														46.32641978691																																																																						
